idgruplac,verificado,tipo,nombre,lugar,revista,issn,fecha,volumen,fasciculo,paginas,autores
00000000008431,True,Revista de divulgación,"El sistema de participaciones, la vuelta a la teoría constitucional inicial",Colombia,Almenara,1900-7981,2007,2,,25 - 26,LUIS GUILLERMO CESPEDES SOLANO
00000000008431,True,Revista de divulgación,"Políticas públicas sobre formación técnica y tecnológica, basada en competencias y por ciclos",Colombia,Almenara,1900-7981,2007,3,,30 - 32,LUIS GUILLERMO CESPEDES SOLANO
00000000008431,True,Revista de divulgación,EMPRENDIMIENTO EN COLOMBIA,Colombia,Almenara,1900-7981,2008,4,,34 - 34,MARIA EUGENIA SALDARRIAGA SALAZAR
00000000008431,True,Revista de divulgación,Seguimiento a la gestión pública,Colombia,Almenara,1900-7981,2008,4,,5 - 10,LUIS GUILLERMO CESPEDES SOLANO
00000000008431,True,Revista de divulgación,Las reglas de la vida,Colombia,Almenara,1900-7981,2008,5,,28 - 29,LUIS GUILLERMO CESPEDES SOLANO
00000000008431,True,Revista de divulgación,PEDAGOGIA Y DIDACTICA,Colombia,Almenara,1900-7981,2008,5,,12 - 14,"MARIA EUGENIA SALDARRIAGA SALAZAR, MARIA FERNANDA GUZMAN GONZALEZ"
00000000008431,True,Revista de divulgación,LA INCIDENCIA DE LA GLOBALIZACIÓN EN LA EDUCACIÓN,Colombia,Almenara,1900-7981,2009,6,,26 - 30,"MARIA EUGENIA SALDARRIAGA SALAZAR, MARIA FERNANDA GUZMAN GONZALEZ"
00000000018223,True,Revista de divulgación,Diseño de un Sistema de Producción para la Empresa Aplanchados y Alimentos Doña Chepa,Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2019,8,8,64 - 81,"JAIME HUMBERTO MENDOZA CHACON, JULLY ANDREA MORENO MARTINEZ"
00000000011867,False,Revista de divulgación,La mujer y el poder,Colombia,Revista Nueva,No Aplica,1996,,,,OLGA PATRICIA SOLIS VALENCIA
00000000011867,False,Revista de divulgación,Las huellas de la soledad,Colombia,Revista Nueva,No Aplica,1996,,,,OLGA PATRICIA SOLIS VALENCIA
00000000011867,False,Reseña de libro,"Reseña de: La ciudad de los viajeros. Travesías e imaginarios urbanos, México 1940-2000",Colombia,Revista Facultad De Derecho Y Ciencias Politicas Y Sociales De La Universidad Del Cauca,0122-8382,2015,13,20,141 - 148,PIEDAD RUIZ ECHEVERRY
00000000015873,False,Reseña de libro,El hombre soy yo: dinâmicas familiares no contexto da imigração paraguaia ao Brasil.,Brasil,Revista Interdisciplinar da Mobilidade Humana,1980-8585,2015,25,,215 - 218,ELIZABETH RUANO IBARRA
00000000002175,False,Columna de opinión,Leer es morir a tiempo,Colombia,Revista Digital Cultural Alternativa Rugidos Disidentes,2619-5569,2020,1,,1 - 2,JORGE ALBERTO LOPEZ GUZMAN
00000000011867,False,Revista de divulgación,Consideración de deserción universitaria en estudiantes de Comunicación Social. Un estudio de caso.,Colombia,Nexus,2539-4855,2020,28,,1 - 25,PIEDAD RUIZ ECHEVERRY
00000000002175,False,Columna de opinión,Las humanidades como insurrección ante la vida cotidiana,Colombia,Horizonte Independiente,2711-4848,2020,1,,1 - 3,JORGE ALBERTO LOPEZ GUZMAN
00000000006505,False,Revista de divulgación,Semilleros de investigación en el Colegio Mayor del Cauca,Colombia,Almenara,1900-1981,2007,2,,47 - 48,MARTA CECILIA CAMACHO OJEDA
00000000011867,False,Revista de divulgación,No se deje atrapar por la soledad,Colombia,Revista Nueva,No Aplica,1996,,,,OLGA PATRICIA SOLIS VALENCIA
00000000006505,False,Revista de divulgación,La industria del software en Colombia,Colombia,Almenara,1900-1981,2009,7,,28 - 31,MARTA CECILIA CAMACHO OJEDA
00000000000592,False,Revista de divulgación,articulo,Colombia,Revista Virtual Geoscopia,No Aplica,2005,5,,5 - 26,JUAN CARLOS VILLALBA MALAVER
00000000011867,False,Revista de divulgación,Despertar a la Ternura,Colombia,Revista Nueva,No Aplica,1996,,,,OLGA PATRICIA SOLIS VALENCIA
00000000000592,False,Periódico de noticias,Descifran sexo del borojó en la UTP,Colombia,La Tarde,No Aplica,2004,,,,"CLARA INES GIRALDO ARISTIZABAL, ENRIQUE AGUILAR FERNANDEZ, DUVERNEY GAVIRIA, LUCERO RENGIFO RAMOS, ALVARO HERNAN ALEGRIA SOTO"
00000000015873,False,Revista de divulgación,"Enseñanza del Derecho y Resultados de Aprendizaje: Prolegómenos a una propuesta desde las capacidades humanas, la solidaridad y la empatía",Colombia,Nuevo Foro Autónomo,2711-4856,2021,2,1,91 - 112,JUAN PABLO STERLING CASAS
00000000015873,False,Revista de divulgación,"La obediencia, una mirada desde los falsos positivos en Colombia",Argentina,INTERFOLIO REVISTA DEL INTERESCUELAS DE FILOSOFIA DEL DERECHO,2683-717X,2022,8,,1 - 2,JULIAN DAVID GUACHETA TORRES
00000000002135,False,Periódico de noticias,Primeros Auxilios en Mordeduras de Serpientes,Colombia,Diario El Liberal,0121-9022,1982,,,5 - 5,SANTIAGO AYERBE GONZALEZ
00000000002175,False,Revista de divulgación,Estado penal y dominio sobre la vida,Chile,Revista Interdisciplinaria de Humanidades y Ciencias Sociales Vorágine,2425-5022,2020,2,3,27 - 38,JORGE ALBERTO LOPEZ GUZMAN
00000000011867,False,Revista de divulgación,Padres comunitarios: Un gran reto,Colombia,Revista Nueva,No Aplica,1996,,,,OLGA PATRICIA SOLIS VALENCIA
00000000006505,False,Revista de divulgación,Grupo de Investigacion y Desarrollo en Informatica,Colombia,Almenara,1900-1981,2007,1,,8 - 9,PEDRO HARVEY ALVAREZ SANCHEZ
00000000006505,False,Revista de divulgación,EDUCACIÓN PARA ACEPTAR Y ASUMIR LOS CAMBIOS CONSTANTES DE LA VIDA MODERNA,Colombia,Almenara,1900-1981,2007,1,,14 - 16,FREDY ALONSO VIDAL ALEGRIA
00000000016909,False,Periódico de noticias,la formación integral de los abogados: el ejercicio ético y su responsabilidad social,Colombia,Principia Iuris,0124-2067,2020,17,,46 - 64,JORGE WILLIAM ORDONEZ FERNANDEZ
00000000006505,False,Revista de divulgación,GRUPO DE INVESTIGACION Y DESARROLLO EN INFORMATICA DEL COLEGIO MAYOR DEL CAUCA,Colombia,Almenara,1900-1981,2007,2,,9 - 9,FREDY ALONSO VIDAL ALEGRIA
00000000002129,False,Periódico de noticias,Produccion forestal no maderable. Mejora Obtencion de productos resinosos,Colombia,Diario El Liberal,0121-9022,2003,,,1 - 5A,"RODRIGO ANDRES SARRIA VILLA, GALLO CORREDOR JOSE ANTONIO, JHON PALTA"
00000000002129,False,Periódico de noticias,Avanzan Obras en Unicauca,Colombia,El Liberal,No Aplica,2004,,,3A - 3A,JOSE ANTONIO GALLO CORREDOR
00000000002129,False,Periódico de noticias,Un Tronco de Empresa,Colombia,El Tiempo,No Aplica,2004,,,12 - 12,JOSE ANTONIO GALLO CORREDOR
00000000002129,False,Revista de divulgación,Homenaje Grupos de Investigacion,Colombia,Universidad Hoy,No Aplica,2004,,,6 - 6,"JOSE ANTONIO GALLO CORREDOR, JOHN CARLOS PALTA ANGULO, RODRIGO ANDRES SARRIA VILLA"
00000000002129,False,Periódico de noticias,Homenaje a grupos de Investigacion,Colombia,Universidad Hoy,No Aplica,2004,,,6 - 6,"RODRIGO ANDRES SARRIA VILLA, GALLO CORREDOR JOSE ANTONIO, JHON PALTA"
00000000006505,False,Revista de divulgación,TENDENCIA DEL SOFTWARE EN LA GESTIÓN DE LA ADMINISTRACIÓN PÚBLICA EN COLOMBIA,Colombia,Almenara,1900-1981,2006,1,,51 - 53,FREDY ALONSO VIDAL ALEGRIA
00000000002129,False,Periódico de noticias,Productos Forestales No Maderables en Agroexpo,Colombia,Universidad Hoy,No Aplica,2003,,,12 - 12,"RODRIGO ANDRES SARRIA VILLA, GALLO CORREDOR JOSE ANTONIO, JHON PALTA"
00000000002936,False,Revista de divulgación,VALIDACION DE CRITERIO DE UNA HERRAMIENTA DE BAJO COSTO PARA LA DETECCION AUDITIVA INFANTIL COLOMBIANA,Colombia,Revista Facultad Nacional De Salud Publica,2256-3334,2020,38,3,1 - 7,"CLAUDIA XIMENA CAMPO CANAR, AUGUSTO MUNOZ CAICEDO, MARIA CONSUELO CHAVES PENARANDA"
00000000016909,False,Revista de divulgación,"Consentimiento informado en medicina anticonceptiva, interrupción voluntaria del embarazo y ecografía prenatal en Colombia",Colombia,Principia Iuris,0124-2067,2021,37,,11 - 34,JORGE WILLIAM ORDONEZ FERNANDEZ
00000000001155,False,Revista de divulgación,"La responsabilidad del Estado Colombiano por minas antipersonales, un análisis de convencionalidad",México,(2448-8518) revista Derechos Fundamentales a Debate,2448-8518,2020,,,50 - 66,"INGRID JIMENA CAMPO BAENA, WILLIAM EUGENE ULRICH ASTAIZA"
00000000001155,False,Periódico de noticias,SOBRE UNA SOCIEDAD QUE RE-QUIERE LOS MUROS DE LA INFAMIA,Colombia,UNINOTAS,No Aplica,2008,,,26,NILSA EUGENIA FAJARDO HOYOS
00000000001155,False,Periódico de noticias,POR LA SEGURIDAD Y CONVIVENCIA CIUDADANA,Colombia,UNINOTAS,No Aplica,2007,,,29 - 30,NILSA EUGENIA FAJARDO HOYOS
00000000002175,False,Revista de divulgación,Historia del Grupo de Estudios Sociales Comparativos GESC,Colombia,Boletín VRI,No Aplica,2000,,,,GUILLERMO ANDRES OSPINA RODRIGUEZ
00000000007141,False,Revista de divulgación,"Representaciones narrativas, una alternativa hacia el diálogo intercultural",Argentina,Revista de Filosofía Latinoaméricana y ciencias sociales,2718-7691,2021,31,,36 - 44,DIANA ALEJANDRA SOTO OSSA
00000000007141,False,Revista de divulgación,MÁS ALLÁ DE LAS FRONTERAS: EMERGENCIA DE LA CIUDADANÍA COMO UN DERECHO HUMANO,Colombia,Principia Iuris,0124-2067,2020,17,,23 - 45,ARISTIDES OBANDO CABEZAS
00000000006505,False,Revista de divulgación,Software Libre ¿Es bueno para Colombia?,Colombia,Almenara,1900-1981,2007,2,,49 - 51,CAROLINA ANDREA CARRASCAL REYES
00000000011867,False,Revista de divulgación,"Nosotros, los ancianos del futuro",Colombia,Revista Nueva,No Aplica,1996,,,,OLGA PATRICIA SOLIS VALENCIA
00000000002175,False,Reseña de libro,"Reseña Las Formas del Olvido, de Marc Auge",Colombia,Revista Colombiana de Sociologia,2256-5485,2018,41,,207 - 210,JORGE ALBERTO LOPEZ GUZMAN
00000000011867,False,Revista de divulgación,La mujer y el poder,Colombia,Revista Bilenio,No Aplica,1997,,,,OLGA PATRICIA SOLIS VALENCIA
00000000002192,False,Periódico de noticias,De las galerías y las tiendas,Colombia,U&C,12548,2010,23,,8 - 10,OLGA LUCIA CADENA DURAN
00000000006505,False,Revista de divulgación,"Una oportunidad y acercamiento con la ciberseguridad, luego de la pandemia-Covid-19",Colombia,Revista perfiles,2619-2365,2021,5,,,KATERINE MARCELES VILLALBA
00000000002726,False,Periódico de noticias,Poemas del exilio o triunfal ceniza,Colombia,Diario El Liberal,0121-9022,1999,,,3 - 3,FELIPE ANDRES GARCIA QUINTERO
00000000002726,False,Revista de divulgación,Lluvias de diciembre,Colombia,La Mancha,1900-1118,2000,,,20 - 27,JUAN CARLOS PINO CORREA
00000000002726,False,Revista de divulgación,Los ausentes,Colombia,La Mancha,1900-1118,2001,,,17 - 19,JUAN CARLOS PINO CORREA
00000000002726,False,Revista de divulgación,Los ausentes,Colombia,Puesto De Combate,0120-6079,2004,,,17 - 18,JUAN CARLOS PINO CORREA
00000000002726,False,Periódico de noticias,De la cuna cervantina y otras utopías,Colombia,Diario El Liberal,0121-9022,2007,,,3B - 3B,JUAN CARLOS PINO CORREA
00000000002726,False,Periódico de noticias,Casa de puertas abiertas,Colombia,Diario El Liberal,0121-9022,2008,,,3B - 3B,JUAN CARLOS PINO CORREA
00000000002726,False,Periódico de noticias,Arturo Belano: detective salvaje y antihéroe trashumante,Colombia,Diario El Liberal,0121-9022,2008,,,3B - 3B,JUAN CARLOS PINO CORREA
00000000000668,False,Periódico de noticias,,Colombia,No Aplica,No Aplica,,,,,ELIZABETH TABARES TRUJILLO
00000000018223,False,Periódico de noticias,"Estimate the Potential in the Harvest of the Sacha Inchi Seed in A 12-Hectare Crop, Using the Decision-Making Model Under Uncertainty",México,Proceedings of the 2016 International Conference on Industrial Engineering and Operations Management,2169-8767,2021,6,,176 - 187,"INGRID MILENA FERNANDEZ PERAFAN, LUIS FERNANDO PEDRAZA RUIZ"
00000000002153,False,Periódico de noticias,Terminales de Despliegue de Video y la Salud,Colombia,Boletin Informativo Salud Laboral Ocupacional,No Aplica,2000,,,,VICTOR MANUEL QUINTERO FLOREZ
00000000003965,False,Revista de divulgación,Empaques de Yuca,Colombia,Universia Business Review,1698-5117,2006,5,,2,HECTOR SAMUEL VILLADA CASTILLO
00000000003965,False,Revista de divulgación,BIOPLASTICOS DE ALMIDON PARA PANDEBONO AHORA APLICADO A EMPAQUES,Colombia,"Revista o­nline especializada en Empaques, Envases, y Embalajes",8400-4477,2006,124,,1 - 5,HECTOR SAMUEL VILLADA CASTILLO
00000000003965,False,Revista de divulgación,Aplicaciones de los Fluidos Supercríticos en la Agroindustria,Colombia,Actualidad Iberoamericana,0717-3636,2007,10,,53,HECTOR SAMUEL VILLADA CASTILLO
00000000003965,False,Periódico de noticias,Empaque de almidón de yuca,Colombia,Diario El Liberal,0121-9022,2007,7,,5,HECTOR SAMUEL VILLADA CASTILLO
00000000004639,False,Revista de divulgación,Hacia la formación integral.,Colombia,"Revista de la Facultad de Ciencias de la Salud, Universidad del Cauca",01240308,2000,,,,FRANCISCO FERNANDO BOHORQUEZ GONGORA
00000000002726,False,Revista de divulgación,Isabel y nosotros,Colombia,Revista De Poesía Ophelia,0122-5995,2000,,,38 - 40,JUAN CARLOS PINO CORREA
00000000002726,False,Revista de divulgación,Lo que viene tras la niebla,Colombia,A Tiempo / Universidad Del Cauca. Revista Estudiantil Facultad De Humanidades,0121-4586,1992,,,15 - 16,JUAN CARLOS PINO CORREA
00000000002174,False,Periódico de noticias,Las subregiones tienen la palabra,Colombia,El Liberal,No Aplica,2002,,,,OLGA PATRICIA SOLIS VALENCIA
00000000008159,False,Revista de divulgación,Collaborative research to support water security and sustainable development in Colombia.,Reino Unido,Landscape,1742-2914,2021,1,4,40 - 43,"MIGUEL RICARDO PENA VARON, DIANA MARCELA RUIZ ORDONEZ"
00000000008516,False,Revista de divulgación,Impacto de las Tic en el nivel de deserción de la población estudiantil de primer semestre de la Facultad de Ingeniería de al Institución Universitaria Colegio Mayor del Cauca,Colombia,Almenara,1900-1981,2014,i,,183 - 197,ALBERTO BRAVO BUCHELY
00000000008516,False,Revista de divulgación,Tic En La Enseñanza De La Matemática Experiencia En La Institución Universitaria Colegio Mayor Del Cauca,Panamá,V JORNADAS INTERNACIONALES DE CAMPUS VIRTUALES,9788-4617,2014,V,,124 - 129,ALBERTO BRAVO BUCHELY
00000000008516,False,Revista de divulgación,Desarrollo e implementación de un sistema para la gestión de Objetos de aprendizaje SIGOVA para la Institución Universitaria Colegio Mayor del Cauca,Colombia,Revista Digital Estado Del Arte De La Informática En Colombia Ribie-Col No 3,2145-7093,2015,,,109 - 111,"ALBERTO BRAVO BUCHELY, DAYNER ORDONEZ LOPEZ"
00000000007827,False,Periódico de noticias,Una Multimedia para la Semana Santa,Colombia,Diario El Liberal,0121-9022,2005,,,5b - 5b,ANDRES FELIPE ARBOLEDA GAETH
00000000007827,False,Periódico de noticias,CIECIA Y TECNICA UNIDAS EN UNA SOLA DISCIPLINA,Colombia,FUP INFORMA,No Aplica,2007,,,,LUIS FREDDY MUNOZ SANABRIA
00000000007827,False,Revista de divulgación,ESTANDARES PARA EL DESARROLLO DE SOFTWARE DE CALIDAD,Colombia,REVISTA CATALEJO,No Aplica,2007,1,,12 - 13,LUIS FREDDY MUNOZ SANABRIA
00000000007827,False,Revista de divulgación,TRANSPOSICION DIDACTICA EN PROGRAMAS DE INGENIERIA,Colombia,REVISTA CATALEJO,No Aplica,2008,01,,15 - 18,LUIS FREDDY MUNOZ SANABRIA
00000000006693,False,Revista de divulgación,Ética y cuidado desde el currículo,Perú,Investigación e Innovación: Revista Científica de Enfermería,2664-4649,2021,1,2,180 - 190,"ADRIANA LUCIA VALDEZ FERNANDEZ, PASTOR OVIDIO BENAVIDES PIAMBA, JANNET RODRIGUEZ ARGOTE"
00000000008160,False,Revista de divulgación,Introducción al Protocolo de enlace de componentes heterogéneos a través de Internet SOAP,Colombia,Boletin De La Vicerrectoria De Investigaciones - Universidad Del Cauca,1657-3951,2003,,,,"JUAN CARLOS CORRALES MUNOZ, LUIS FERNANDO RODRIGUEZ HERRERA"
00000000008160,False,Periódico de noticias,Salud sin fronteras,Colombia,Revista Portafolio,0123-6326,2003,,,1 - 2,ALVARO RENDON GALLON
00000000008160,False,Revista de divulgación,Gestión de Integración e Interoperabilidad de Servicios de Información,Colombia,Rct On Line,1692-1585,2003,,,,"JUAN CARLOS CORRALES MUNOZ, ALVARO RENDON GALLON, JOSE FERNAN MARTINEZ"
00000000008160,False,Periódico de noticias,Telemedicina sirve al campo,Colombia,Revista Portafolio,0123-6326,2004,,,26,ALVARO RENDON GALLON
00000000008160,False,Periódico de noticias,Telemedicina recibió 'Nobel' de informática,Colombia,Cuestionario De Auto-Reflexión,0121-9987,2004,,,1-6,ALVARO RENDON GALLON
00000000008159,False,Revista de divulgación,Nos invaden las Moscas,Ecuador,Acción MTB,No Aplica,1997,Año 2,,2 - 2,SANTIAGO MARTINEZ CADENA
00000000008159,False,Revista de divulgación,Al encuentro del grupo a Manaos,Ecuador,Acción MTB,No Aplica,1998,Año 2,,20 - 22,SANTIAGO MARTINEZ CADENA
00000000004639,False,Revista de divulgación,Revista Radial Música Sin Fronteras - Emisora Universidad del Cauca,Colombia,Revista Radial Música Sin Fronteras - Emisora Universidad del Cauca,1458-1326,2002,80,,1 - 80,CLAUDIA CONSTANZA PINZON ROMERO
00000000004639,False,Revista de divulgación,La Educación: Algo que va mas allá de la escolarización.,Colombia,Gaceta Investigativa,No Aplica,2004,,,8 - 9,"LUIS GUILLERMO JARAMILLO ECHEVERRI, ESTUDIANTES DE EDUCACION FISICA"
00000000003212,False,Periódico de noticias,Algunas ideas sobre interculturalidad o mis inquietudes cuando fui a hacer mercado,Colombia,Pensamiento universitario & Sociedad,No Aplica,2006,,,,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Columna de opinión,Idiomas abyayalenses y censos de población,Ecuador,América Latina En Movimiento,1390-1230,2018,,,0 - 0,KEVIN EVANDRO SANCHEZ SAAVEDRA
00000000003369,False,Periódico de noticias,De los Antiintelectuales y otros Demonios,Colombia,Horizonte Independiente,2711-4848,2022,3,,51 - 53,JORGE ALBERTO LOPEZ GUZMAN
00000000003369,False,Revista de divulgación,Transespecie: tránsito de los humanos a no humanos,Ecuador,Runas. Revista de Educación y Cultura,2737-6230,2022,3,,1 - 17,JORGE ALBERTO LOPEZ GUZMAN
00000000003369,False,Revista de divulgación,El poder simbólico y social de los papers,México,Revista Latinoamericana de Educación y Estudios Interculturales,2448-8801,2022,6,,39 - 49,JORGE ALBERTO LOPEZ GUZMAN
00000000003369,False,Columna de opinión,De Estudiantes Revolucionarios y la Generación de los Autodidactas,Colombia,Horizonte Independiente,2711-4848,2022,3,,31 - 33,JORGE ALBERTO LOPEZ GUZMAN
00000000003369,False,Revista de divulgación,Del desarrollo al postdesarrollo: entre discursos y resistencias,México,Revista Latinoamericana de Educación y Estudios Interculturales,2448-8801,2022,6,4,25 - 34,JORGE ALBERTO LOPEZ GUZMAN
00000000003369,False,Revista de divulgación,El uribismo como religión en Colombia: un análisis desde la sociología de la comprensión,México,"A&H, Revista de Artes, Humanidades y Ciencias Sociales",2448-5764,2022,16,,14 - 38,JORGE ALBERTO LOPEZ GUZMAN
00000000000095,False,Revista de divulgación,La cultura académica de escribir no viene por si sola,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2007,9,1,7,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,False,Revista de divulgación,El proceso editorial de la revista de la facultad Ciencias de la Salud,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2011,,,7 - 8,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,False,Revista de divulgación,Primeros pasos para un cambio necesario,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2011,,,8 - 9,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,False,Revista de divulgación,Los nativos digitales,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2011,,,8 - 9,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,False,Periódico de noticias,Etiología y sensibilidad de la infección de vías urinarias en dos centros de Popayán,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2012,,,16 - 22,"MARIO FRANCISCO DELGADO NOGUERA, VICTORIA EUGENIA SOLANO VIVAS, OSCAR EDUARDO CASTRO DELGADO"
00000000000095,False,Revista de divulgación,Tutores en la facultad de salud,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2012,,,6 - 7,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,False,Periódico de noticias,Función social en la formación universitaria,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2013,,,6 - 7,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,False,Carta al editor,Comentarios al artículo«Evaluación de la calidadde las guías de práctica clínicade artritis reumatoidecon recomendacionessobre la salud del pie,España,Revista Española De Podología,0210-1238,2017,28,2,121 - 123,ANGELA MARIA MERCHAN GALVIS
00000000002184,False,Revista de divulgación,La cultura y el bienestar. Principios axiologicos,Colombia,Gaceta Investigativa,No Aplica,2004,,,5 - 5,"LIGIA LORENA CALVACHE CALVACHE, DIEBAR RENE HURTADO"
00000000003369,False,Carta al editor,Humanities as Insurrection Against Everyday Life,Estados Unidos,Journal Of Anthropological And Archaeological Sciences,2690-5752,2021,3,5,449 - 450,JORGE ALBERTO LOPEZ GUZMAN
00000000003369,False,Revista de divulgación,The impact of shifting agriculture on the availability of non-timber forest products: the example of Sabal yapa in the Maya lowlands of Mexico,México,Forest Ecology and Management,0378-1127,2006,,,399 - 409,"MARIA PULIDO SILVA, J CABALLERO"
00000000003369,False,Revista de divulgación,Agentes de Salud en Algunas Zonas del Cauca: saberes médicos al servicio de la comunidad,Colombia,Texto independiente,No Aplica,2005,,,,"ERNESTO HERNANDEZ BERNAL, ISABEL CRISTINA VASCO"
00000000007096,False,Revista de divulgación,Diseño e Implementación del Modelo de un Satélite para Concurso Iberoamericano de Satélites Enlatados,Colombia,"Revista Digital ""Egresados Unicauca""",2711-1113,2020,6,,1 - 2,"CRISTIAN DAVID TOBAR MONTILLA, SEBASTIAN ANDRES CAJAS ORDONEZ, CAMILO ANDRES SEGURA QUINTERO, CARLOS FERNANDO REALPE GARCES, MAICOL ANDRES PACHECO PENA"
00000000003212,False,Columna de opinión,Riqueza de los idiomas abyayalenses,Ecuador,América Latina En Movimiento,1390-1230,2018,,,0 - 0,KEVIN EVANDRO SANCHEZ SAAVEDRA
00000000000619,False,Revista de divulgación,MANUAL DE LABORATORIO 1: EL HEMOGRAMA,Colombia,Universidad del Cauca,No Aplica,1997,,,,FABIOLA EUGENIA GONZALEZ CUELLAR
00000000000619,False,Revista de divulgación,El valor de la antigenemia en el diagnostico de Candidiasis y Aspergilosis,Colombia,Facultad Ciencias de la Salud,No Aplica,1998,,,1 - 41,FABIOLA EUGENIA GONZALEZ CUELLAR
00000000000619,False,Revista de divulgación,MANUAL DE LABORATORIO 3: SEROLOGIAS,Colombia,Universidad del Cauca,No Aplica,1998,01,01,01 - 24,FABIOLA EUGENIA GONZALEZ CUELLAR
00000000000619,False,Revista de divulgación,MANUAL DE LABORATORIO 2: DIAGNOSTICO DE INFECCIÓN URINARIA,Colombia,Universidad del Cauca,No Aplica,1999,,,,FABIOLA EUGENIA GONZALEZ CUELLAR
00000000000619,False,Revista de divulgación,"FRECUENCIA DE PORTADORES DE STAPHYLOCOCCUS AUREUS EN LOS ESTUDIANTES DE MEDICINA DE LA FACULTAD CIENCIAS DE LA SALUD, UNIVERSIDAD DEL CAUCA.",Colombia,Revista Facultad Ciencias de la Salud,No Aplica,2001,,,,FABIOLA EUGENIA GONZALEZ CUELLAR
00000000001221,False,Revista de divulgación,Desencadenamiento y Deriva de la Psicosis en Raúl Gómez Jattin,Argentina,Revista Borromeo,1852-5704,2013,4,,291 - 326,RICARDO ADRIAN GONZALEZ MUNOZ
00000000003369,False,Revista de divulgación,Descapitalización y producción científica en México,No Aplica,Colombia Ciencia Y Tecnología,No Aplica,1996,14,,38 - 40,OLGA LUCIA SANABRIA DIAGO
00000000009075,False,Revista de divulgación,Satisfacción laboral en auxiliares de enfermería,Argentina,Praxis psy,2735-6957,2021,22,,114 - 125,"MARTHA ISABEL LASSO QUINTERO, ANGELA PATRICIA GIRON OJEDA, JULIO CESAR OSSA OSSA, JUAN JAVIER VESGA RODRIGUEZ"
00000000009075,False,Revista de divulgación,"Adolescentes con responsabilidad penal en el norte del Cauca: subjetividad, cultura y acto delictivo.",Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2022,12,,9 - 19,"MARIA DE LOS ANGELES CALVO ECHEVERRI, DIANA ISABEL VELANDIA DIAZ, BIBIANA PATRICIA PEREZ GONZALEZ"
00000000002178,False,Periódico de noticias,La madre tierra está enferma,Colombia,EL ESPECTADOR Vida Cotidiana,No Aplica,1994,,,6E - 6E,HUGO PORTELA GUARIN
00000000002178,False,Revista de divulgación,Dientes y esclavitud: la historia poblacional de los afro-colombianos,Colombia,Leonardo Davinci,19000704,2006,,,11 - 11,MIGUEL EDUARDO DELGADO BURBANO
00000000004638,False,Periódico de noticias,Formación de hidroximetil furfural y furosina durante el almacenamiento de confituras y alimentos infantiles derivados de frutas,España,Sociedad Iberoamericana de Información Científica (SIIC),No Aplica,2004,,,,MARIA DEL MAR VILLAMIEL GUERRA
00000000008516,False,Revista de divulgación,Introducción al modelo pedagógico mediado por TICS,Colombia,Almenara,1900-1981,2009,6,,7 - 11,"ALBERTO BRAVO BUCHELY, DAYNER ORDONEZ LOPEZ"
00000000008516,False,Revista de divulgación,Competencias del docente en la educación virtual,Colombia,Almenara,1900-1981,2008,3,,11 - 13,"ALBERTO BRAVO BUCHELY, DAYNER ORDONEZ LOPEZ"
00000000008516,False,Revista de divulgación,EL PROCESO DE COMUNICACION EN LOS AMBIENTES VIRTUALES DE APRENDIZAJE(AVA),Colombia,Almenara,1900-1981,2007,2,,10,"ALBERTO BRAVO BUCHELY, DAYNER ORDONEZ LOPEZ"
00000000002145,False,Periódico de noticias,Estándares Básicos de Competencias en Ciencias Naturales y Ciencia Sociales. Formar en Ciencias ¡El Desafío!. Lo que necesitamos saber y saber hacer,Colombia,Ell Tiempo,95869118,2004,,,,GUILLERMO LEON VASQUEZ ZAPATA
00000000002145,False,Periódico de noticias,LOS CAUDALES AMBIENTALES SON FUNDAMENTALES PARA UNA GESTIÓN ECOSISTÉMICA DE LOS RÍOS.,España,Diario Palentino,No Aplica,2005,,,61 - 61,JUAN MANUEL DIEZ HERNANDEZ
00000000002145,False,Periódico de noticias,¿Unidos por el Medio Ambiente?,Colombia,Diario El Liberal,0121-9022,2010,,,3A,AUGUSTO PRADO ESPANA
00000000002145,False,Periódico de noticias,Influjo de algunas variables Ecohidráulicas sobre la distribución y la abundancia de los Macroinvertebrados acuáticos en un sector del río Palacé,Colombia,Unicauca Ciencia,0122-6037,2010,13,,103 - 118,HILLDIER ZAMORA GONZALEZ
