idcvlac,nombre,activa
0000246573,ESTUDIOS AGRONÓMICOS Y BOTÁNICOS DE ESPECIES CON POTENCIAL: USO COMO FORRAJE. GRUPO: MEJORAMIENTO DE LA UTILIZACIÓN INTEGRAL DE RECURSOS VEGETALES TROPICALES,No
0000246573,"CARACTERIZACIÓN DE SEMILLAS DE ESPECIES PROMISORIAS CHACHAFRUTO, Erythrina edulis T., CIDRA PAPA, Sechium edule, VICTORIA, Cucurbita Ficifolia",No
0000246573,PROGRAMA DE INVESTIGACIÓN Y DE EXTENSIÓN PARA EL MEJORAMIENTO DE LA CALIDAD DE VIDA DE LOS HABITANTES DE LADERA CON RECURSOS VEGETALES PROPIOS,No
0000246573,"PROYECTO SILVICULTURA Y PRODUCTIVIDAD DEL CHACHAFRUTO, Erythrina edulis T",No
0000246573,RESCATE CULTURAL DEL CHACHAFRUTO Erythrina  edulis  T,No
0000246573,"PROGRAMA: ""ESCUELA DE CAPACITACIÓN EN TECNOLOGÍAS AGROAMBIENTALES Y AGROECOLÓGICAS PARA LOS DIFERENTES SECTORES SOCIALES DE LOS DEPARTAMENTOS DEL VALLE DEL CAUCA""",No
0000246573,"PROYECTO ""MEJORAMIENTO Y DESARROLLO DE LA CAPACIDAD DE INVESTIGACIÓN EN LA UNIVERSIDAD NACIONAL DE COLOMBIA SEDE PALMIRA""",No
0000246573,Mejoramiento de la Calidad de Vida de los Habitantes de Ladera con Recursos Vegetales Propios - MECAVILADERA (5),No
0000246573,ESTABLECIMIENTO DE SISTEMAS PRODUCTIVOS BASADOS EN FRUTALES TROPICALES ANDINOS Y EN EL MANEJO DEL HUERTO HABITACIONAL PARA EL MEJORAMIENTO DE LA CALIDAD DE VIDA DE LOS HABITANTES DE LADERA,No
0000471100,diversidad en recusos vegetales,Si
0000043343,Conflicto armado,Si
0000043343,Soberanía alimentaria,Si
0000043343,Uso y cuidado de semillas nativas y criollas,Si
0001373952,Antropología Rural,Si
0001373952,Antropología Social y Cultural,Si
0001373952,Educación,No
0001373952,Estudios generacionales y cambio sociocultural,Si
0001373952,Etnobiología y estudios Bioculturales,Si
0001373952,Justicia Tradicional Indígena,Si
0001373952,Relaciones naturaleza-cultura,Si
0001346256,Sistemática y Taxonomía Vegetal,Si
0001346256,Abono verde y hongos patógenos,No
0001346256,Conservación y uso sostenible de la agro-biodiversidad,Si
0001346256,Palinología,Si
0001346256,Morfología y anatomía vegetal,Si
0000124821,Sistemas complejos,Si
0000037939,AGRICULTURA TRADICIONAL,No
0000037939,AGRICULTURA SOCIEDAD Y MEDIO AMBIENTE,Si
0001613963,FITOQUIMICA,Si
0000613150,Asistente Científico en Laboratorios de Botánica,No
0000613150,Investigadora Científica de la Dirección de Investigación Científica de la Universidad Nacional Autónoma de Honduras,No
0000613150,Etnobotánica,No
0000613150,Histología,No
0000613150,"Investigadora asociada  en la Reserva Natural de Kayang Mentarang, este de Borneo",No
0000613150,Botánica,No
0000066894,Cambio climático,Si
0000066894,Restauración,Si
0000066894,Botánica,Si
0001465827,Etnobiología,Si
0000442534,Metodología de la Investigación,Si
0000442534,Etnohistoria,Si
0000442534,Etnología,Si
0000442534,Antropología,Si
0000442534,Etnobotánica,Si
0000442534,Etnobiología,Si
0000442534,Educación,Si
0000442534,Lúdica Educativa,Si
0000442534,Planeación Educativa,Si
0000442534,Legislación Indígena,Si
0000442534,Etnoeducación,Si
0000442534,Comunicación Alternativa,Si
0000442534,Informática Educativa,Si
0000442534,Ética y Pedagogía,Si
0000442534,Comunicación Social,Si
0000442534,Primera Infancia,Si
0001630727,Ilustración Científica,Si
0001630727,Etnobiología y Estudios Bioculturales,Si
0001630727,Etnobotánica Aplicada,Si
0001630727,Anatomía Vegetal,Si
0000247243,Proyecto Estado del arte de la información biofisica y socioeconómica de los páramos del departamento de Nariño,Si
0000247243,Ecofisiologia vegetal,Si
0000285595,Electrosíntesis,Si
0000285595,Electroquímica de compuestos orgánicos,Si
0000285595,Electroanálisis,Si
0000011223,Desarrollo de metodologías analíticas verdes,Si
0000011223,Electroquímica,No
0000011223,Descontaminación de aguas residuales,Si
0000011223,Quimica Analitica,No
0000011223,Cromatografia gases y liquidos,Si
0000011223,Analisis de Alimentos,No
0000011223,Cinetica Quimica,No
0000011223,Cromatografia de Liquidos,Si
0001378150,Bioplásticos,Si
0001378150,Polímeros,Si
0001378150,Nuevos materiales,Si
0001378150,Gestión de la calidad,Si
0001378150,Vigilancia tecnológica,Si
0001595563,Química Analítica,Si
0001595563,Catálisis,Si
0001595563,Plantas medicinales y farmacología,Si
0001595563,Bioquímica,Si
0000848000,Desarrollo Sostenible,Si
0000848000,Desarrollo Sostenible- Aprovechamiento de residuos,Si
0000848000,Recurso Hídrico,Si
0001706623,Química analítica y ciencia de polímeros,Si
0001503176,Catálisis,Si
0001503176,Electroanálisis,Si
0001503176,Electrosíntesis,Si
0001927038,Procesos electroquímicos,No
0001632617,Electroquímica,Si
0001632617,Química de Productos Naturales,Si
0000026382,"Polímeros
Materiales 
Membranas",Si
0000907154,manejo de suelos y aguas,Si
0001674199,Química,Si
0001674199,Gastronomía,Si
0001674199,Sensores,Si
0001674199,Catálisis,Si
0001674199,Electroquímica,Si
0001674199,Nanotecnología,Si
0001674199,Química Analítica,Si
0001674199,Fisica,Si
0001343051,Análisis de aguas,Si
0001343051,Polímeros funcionales soportados,Si
0000096814,Química inorgánica - Catalizadores,Si
0000096814,Polímeros,Si
0000096814,Oleoquímica,Si
0000096814,Hidrogeles,Si
0000011266,Aprovechamiento integral de materias primas subproductos y residuos agroindustriales,Si
0000011266,Electrosintesis,Si
0000011266,Electroanalisis,Si
0000011266,Control de calidad y análisis de aguas y alimentos,Si
0001343056,Electrocatálisis,Si
0001343056,Electroquímica Orgánica,Si
0001343056,Electrosíntesis de complejos,Si
0001343056,Química Orgánica,Si
0001343056,Química Verde,Si
0000328456,Antropología y música,Si
0000328456,Antropología ecológica,Si
0000328456,Salud Mental,Si
0000328456,Estudios Afrocolombianos,Si
0000328456,"Etnociencia,etnobotanica",Si
0000328456,Conflicto y paz,Si
0000328456,Antropologia y salud,Si
0000328456,Crecimiento y desarrollo,Si
0000328456,antropologia biomedica,Si
0000328456,antropologia nutricional,Si
0000328456,etnobotanica,Si
0000328456,salud reproductiva,Si
0000328456,antropologia aplicada,Si
0000328456,arqueologia del valle del cauca,Si
0000328456,malaria,Si
0000328456,sida,Si
0000328456,Antropologia alimenticia,Si
0000328456,Paleoantropologia,Si
0000328456,Antropologia molecular,Si
0000328456,Salud de amerindios america y colombia,Si
0000328456,Patrones de morbilidad y mortalidad de poblaciones indigenas y mestizas de Colombia,Si
0000328456,Antropologia epidemiologica de poblaciones afrocolombianas,Si
0000328456,Ritmos de crecimiento de niños indigenas de 0 a 6 años,Si
0000328456,Ritmos de crecimiento de niños  afrocolombianos de 0 a 6 años,Si
0000328456,Biodiversidad de las poblaciones colombianas y problematica de salud,Si
0000328456,antropologia nutricional de poblaciones indigenas y afrocolombianas,Si
0000328456,antropologia alimenticia de poblaciones amerindias y afrocolombianas,Si
0000328456,Bioarqueologia,Si
0000328456,etnobotanica y etnofarmacologia de poblaciones amerindias y afrocolombianas,Si
0000328456,paleoantropologia,Si
0000328456,paleodieta,Si
0000328456,antropologia visual,Si
0000328456,arqueologia historica,Si
0000328456,estudios sobre la  altitude,Si
0000328456,Etnomedicina,No
0000328456,Biodiversidad,No
0000328456,Andes y Amazonia,No
0000328456,Bioantropología,No
0000328456,Análisis del  discurso en México,No
0000328456,Antropología aplicada,No
0000734438,Violencia de género,Si
0000734438,Territorio y conflicto,Si
0000734438,salud sexual y reproductiva,Si
0000734438,antropologia nutricional y alimenticia,Si
0000734438,antropologia visual,Si
0000734438,antropologia forense,Si
0000734438,bioarqueologia,Si
0000734438,antropologia biomedica- etnomedicina,Si
0000734438,arqueologia,Si
0000734438,antropologìa forense- antropologia visual,Si
0000734438,antropologia social cultural,Si
0000734438,"territorio, indigenas e identidad",Si
0000734438,Memoria y conflicto,Si
0000734438,Salud Mental y Conflicto,Si
0000734438,investigación en trabajo social,Si
0000734438,"problemas Sociales, genero y familia",Si
0000488437,mística,Si
0000488437,plantas sagradas y medicinales,No
0000488437,"culturas populares: arte, religion y antropología",Si
0000488437,mentalidades y discursos,No
0000488437,identidad,No
0000488437,gastronomía,No
0000488437,"antropología del cuerpo, la salud y epidemiologica",Si
0000488437,mitología y ritualidades,Si
0000061352,Antropología de la alimentación y la salud,Si
0000061352,Metodología de Investigación,No
0000061352,Metodología de la investigación,Si
0000061352,Patrimonio arqueológico,No
0000061352,Análisis y sistematización información,No
0000061352,Semillas andinas,Si
0000061352,Desarrollo campesino,No
0000061352,Espectroscopia infrarroja,No
0000061352,Demografia,No
0000061352,Arqueología,No
0000061352,Etnografía,No
0000061352,Macizo colombiano,No
0000061352,Calidad de vida,No
0000061352,Complejidad,No
0000061352,Desarrollo y crecimiento,Si
0000061352,Dieta y difereciación social,Si
0000061352,Bioantropología,Si
0000061352,Antropología,No
0000061352,Maestría,No
0000061352,Memoria,No
0000061352,"Antropología médica, alimentación y salud",Si
0000061352,Estudios Sociales de la Ciencia y la Tecnología ¿ ESCyT,Si
0000324957,Desigualdades sociales,Si
0000324957,VIH/SIDA,Si
0000324957,Epidemiologia social,Si
0000324957,"Evaluacion de programa educativo en Malaria en Choco, Narino y Valle",No
0000324957,Factores de riesgo de malaria,No
0000324957,Evaluacion de resistencia a tratamientos antimalaricos,No
0000324957,Antropacifico,Si
0001491473,"Guerra, Memoria y Paz",Si
0001491473,Organizaciones de Investigación,Si
0001491473,Antropología Jurídica,Si
0001491473,Desaparición Forzada,Si
0001491473,Derecho Propio Intercultural,Si
0001491473,Antropología Política,Si
0001491473,Memoria Colectiva,Si
0001491473,Antropología Simbólica,Si
0001491473,Conflicto Armado Interno de Colombia,Si
0001491473,Comunicación Propia Intercultural,Si
0001491473,CRISSAC,Si
0000272140,"Trabajo infantil, Familia, Género",No
0000272140,Tradición e historia oral,No
0000272140,Mujer y género,No
0000272140,Relaciones interétnicas,No
0000272140,Antropología Sociocultural,Si
0000272140,Relaciones Interculturales,Si
0000272140,Antropología Médica,Si
0000272140,Mujer,No
0000272140,Desastres naturales,No
0001574936,antropologia forense,Si
0000806579,Bioarqueologia,Si
0000806579,Antropologia Visual,Si
0000806579,Arqueologia,Si
0000806579,Antropologia Social,Si
0001441313,Arqueologia del Paisaje,Si
0001441313,Patrimonio,Si
0001441313,Etnohistoria,Si
0001441313,Arqueologia y SIGs,Si
0001441313,antropologia y salud,Si
0001441313,Arqueología Histórica,Si
0001441313,Patrones de Asentamiento,Si
0001698496,Antropologia Forense,Si
0001698496,Salud publica,Si
0001698496,antropologia medica,Si
0001698496,Antropologia de los medio de comunicación,Si
0001698496,Antopología Simbolica,Si
0001698496,Antropologia Politica,Si
0001698496,Antropologia urbana,Si
0001698496,antropologia de las migraciones,Si
0001698496,Antropologia de la violencia,Si
0001698496,Antropologia y salud mental,Si
0001698496,Arqueologia,Si
0000239674,Estudios Socioculturales de la Orinoquia,Si
0000239674,Memoria histórica,Si
0000239674,Construcción de región,No
0000239674,ANTROPOLOGIA DE LAS CREENCIAS Y LAS RELIGIONES,Si
0001575304,Antropología Social,Si
0001575304,Antropología Forense,Si
0001575304,Antropología Visual,Si
0001575304,Antropología de la Alimentación,Si
0001575304,Arqueologìa,Si
0000247626,Género,Si
0000247626,Recursos Humanos,Si
0000247626,Recursos Humanos,No
0000247626,Antropologia de las creencias y las religiones,No
0000247626,Memoria Social,No
0000247626,Tradicion Oral,No
0000247626,Salud/enfermedad,No
0000247626,Sistemas Medicos,No
0000247626,Signos de alarma en enfermedad neonatal,No
0000247626,Medicina Afrocolombiana,No
0000247626,Lactancia Materna,Si
0000247626,Signos de alarma en enfermedad neonatal,Si
0000247626,Sistemas Medicos,Si
0000247626,Salud/enfermedad,Si
0000247626,Cultura,No
0000247626,Antropología Sociocultural,No
0000247626,Tranferencia de Tecnología,No
0000247626,Memoria Agricola,No
0000247626,Campesinos,No
0000247626,Comunidades Afro,No
0000351393,contabilidad desarrollo y sociedad,Si
0000351393,Antropologia Social,Si
0000351393,Antropologia de la guerra,Si
0000351393,Antropologia y Desarrollo,Si
0000351393,Educacion y Pedagogia para la paz,Si
0001394601,Fenomenología,Si
0001394601,Investigación documental y paleografía,Si
0001394601,Antropología social,Si
0001394601,Organización social y parentesco,Si
0001394601,Etnohistoria,Si
0001394601,"Religión, religiosidades y espiritualidades",Si
0000061379,Antropología de la Ciencia y la Tecnología,Si
0000061379,"Ciencia, tecnología y sociedad",Si
0000061379,Desarrollo Campesino,No
0000061379,Calidad de vida,Si
0000061379,"Desarrollo, Globalizacion y Politicas Ambientales",Si
0000061379,Educación y Ciencia,No
0000061379,Antropología Biocultural,No
0000061379,Bienestar,No
0000061379,Salud,No
0000061379,Grupos étnicos en situación de desplazamiento,No
0000061379,Ciclos Biogeoquímicos,No
0000011347,Evidencias en nutrición infantil,Si
0000011347,Creación y puesta en marcha de la Unidad de Epidemiología Clínica de la Universidad del Cauca,Si
0000011347,Investigaciones en AIEPI,Si
0000011347,lactancia materna y alimentacion complementaria,Si
0000011347,Morbi-mortalidad neonatal,Si
0000777668,Enfermedades prevalentes de la infancia (AIEPI),Si
0000043664,Epidemiologia y Salud,Si
0001309463,"Soberanía alimentaria, cocinas tradicionales y patrimonio gastronómico",Si
0001309463,"Educación, desarrollo y emprendimiento",Si
0001309463,Línea de investigación en gastronomía y cocina de vanguardia,Si
0001309463,Línea de investigación en cocina y prácticas tradicionales,Si
0001535023,PEDIATRIA,Si
0001535023,INFECTOLOGÍA,Si
0001535023,ONCOHEMATOLOGIA,Si
0001657490,NEONATOLOGIA,Si
0001657490,Falla renal en recién nacidos,Si
0001657490,lactancia materna,Si
0000016910,Evaluación e intervención del movimiento corporal humano,Si
0000016910,Investigación en Salud,Si
0000016910,Cáncer de mama,Si
0000016910,Epidemiología aplicada,Si
0000016910,Lactancia materna y Alimentación complementaria,Si
0000016910,Maternidad segura,Si
0000016910,Bioestadística aplicada,Si
0000016910,EPIDEMIOLOGÍA Y SERVICIOS,Si
0001373444,Educación médica,Si
0001373444,Salud materna y perinatal,Si
0001373444,Seguridad perioperatoria,Si
0001373444,Salud Pública,Si
0001373444,Epidemiología Clínica,Si
0001373444,"Trauma, cuidado intensivo y nutrición",Si
0000640344,Anestesia y educación,Si
0000640344,Via aérea,Si
0000640344,Epidemiologia clinica,Si
0000640344,Lactancia Materna,Si
0000640344,Mortalidad neonatal,Si
0000640344,AIEPI,Si
0000231290,Cancer de mama,Si
0000231290,Lactancia Materna,Si
0000231290,Promocion del cuidado de la salud de la mujer,Si
0000231290,vigilancia en la salud publica,Si
0001425154,Neuropediatria,Si
0001568344,Medicina Reproductiva,Si
0001568344,Ginecologia yObstetricia,Si
0001568344,Investigación clínica,Si
0001568344,Epidemiologia y salud,Si
0000081240,Nutricion infantil,Si
0001563584,PEDIATRIA,Si
0000081279,Epidemiología Clínica,Si
0001467981,Neonatologia,Si
0001406985,Lactancia materna y alimentación complementaria,Si
0001406985,Investigación en anestesiología GRIAN,Si
0001569401,Lactancia Materna y Alimentación Complementaria,Si
0001569401,Educación médica,Si
0000176114,Cuidado Intensivo Pediátrico,Si
